weapon_type,weapon_type_description,firearm_make,firearm_model,firearm_barrel_length,firearm_caliber,total_number_of_shots,firearm_reloaded,number_of_cartridge_reloaded,handgun_worn_type,handgun_drawn_type,method_used_to_reload,sight_used,protective_cover_used,discharge_distance,object_struck_of_discharge,discharge_position,trr_report_id
Taser (Probe Discharge),,,,,,,,,,,,,,,,,104819
Taser (Probe Discharge),,,,,,,,,,,,,,,,,104820
Taser (Probe Discharge),,,,,,,,,,,,,,,,,104845
Taser (Probe Discharge),,,,,,,,,,,,,,,,,104858
Semi-Auto Pistol,"GLOCK, INC.--AU--",,17,4.48, 9 MM,5.0,False,,LEFT SIDE (WAIST),STRONG SIDE DRAW,,true,PINNED BETWEEN VEHICLES,05-10FT,PERSON,STANDING,104863
Taser (Probe Discharge),,,,,,,,,,,,,,,,,104926
Taser (Probe Discharge),,,,,,,,,,,,,,,,,104946
Taser (Probe Discharge),,,,,,,,,,,,,,,,,104969
Taser (Probe Discharge),,,,,,,,,,,,,,,,,104987
Taser (Probe Discharge),,,,,,,,,,,,,,,,,104993
Taser (Probe Discharge),,,,,,,,,,,,,,,,,104994
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105018
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105047
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105059
Semi-Auto Pistol,"GLOCK, INC.--AU--",,21,4.61,45 CAL,1.0,False,0.0,RIGHT SIDE (WAIST),STRONG SIDE DRAW,,false,NONE,OVER 15FT,NONE,STANDING,105065
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105096
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105100
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105104
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105106
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105107
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105131
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105183
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105188
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105197
Chemical Weapon,,,,,,,,,,,,,,,,,105200
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105247
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105250
Semi-Auto Pistol,"GLOCK, INC.--AU--",,17,4.5, 9 MM,18.0,True,1.0,LEFT SIDE (WAIST),STRONG SIDE DRAW,TACTICAL RELOAD,true,"SHIELDING AND COVER, TACTICAL RETREAT",OVER 15FT,NONE,STANDING,105260
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105290
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105294
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105295
Chemical Weapon,,,,,,,,,,,,,,,,,105344
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105355
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105358
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105370
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105372
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105373
Taser (Probe Discharge),,,,,,,,,,,,,,,,,105434
Chemical Weapon,,,,,,,,,,,,,,,,,105444
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,353787
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,354083
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,355728
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,356653
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,357400
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,357607
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,357711
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,360895
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,361543
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,361650
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,362730
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,364786
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,365125
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,366220
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,368906
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,369507
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,370312
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,370388
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,370573
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,376008
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,376250
Other (Specify),,,,,,,,,,,,,,,ANY OTHER COMBINATION,,376278
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,376280
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,378479
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,379343
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,379379
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,380450
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,382088
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,383104
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,385305
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,386607
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,387120
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,387165
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,387183
Semi-Auto Pistol,,GLOCK GMBH,17,,,7.0,False,,,,,,,,SUBJECT,,387472
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,387883
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,388956
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,389387
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,393000
Semi-Auto Pistol,,GLOCK GMBH,17,,,9.0,False,,,,,,,,UNKNOWN,,393020
Semi-Auto Pistol,,"SPRINGFIELD ARMORY,GENESEO,IL",XD9,,,14.0,True,,,,,,,,UNKNOWN,,393021
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,396997
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,398871
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,398937
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,399012
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,399105
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,401509
Semi-Auto Pistol,,GLOCK GMBH,42,,,1.0,False,,,,,,,,SUBJECT,,401602
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,407932
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,408005
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,409070
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,409199
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,409847
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,409927
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,410484
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,412105
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,412420
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,414702
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,419131
Semi-Auto Pistol,,GLOCK GMBH,19,,,1.0,False,,,,,,,,OBJECT,,420870
Semi-Auto Pistol,,GLOCK GMBH,19,,,1.0,False,,,,,,,,UNKNOWN,,420877
Semi-Auto Pistol,,SMITH & WESSON,M&P,,,1.0,False,,,,,,,,OBJECT,,420945
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,421862
Semi-Auto Pistol,,GLOCK GMBH,17,,,3.0,False,,,,,,,,SUBJECT,,424638
Semi-Auto Pistol,,GLOCK GMBH,17,,,3.0,False,,,,,,,,SUBJECT,,424755
Taser (Probe Discharge),,,,,,,,,,,,,,,OBJECT,,426034
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,428376
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,428380
Semi-Auto Pistol,,RUGER,LCP,,,2.0,False,,,,,,,,NONE,,428917
Revolver,,SMITH & WESSON,38,,,1.0,False,,,,,,,,NONE,,428986
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,431103
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,431570
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,432843
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,437912
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,443588
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,444720
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,447910
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,450937
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,451238
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,453513
Semi-Auto Pistol,,GLOCK GMBH,19,,,4.0,False,,,,,,,,SUBJECT,,453802
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,454969
Other (Specify),,,,,,,,,,,,,,,NONE,,456570
Other (Specify),,,,,,,,,,,,,,,NONE,,457517
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,460135
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,461306
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,463983
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,465507
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,466003
Semi-Auto Pistol,,GLOCK GMBH,17,,,1.0,False,,,,,,,,SUBJECT,,468384
Taser (Probe Discharge),,,,,,,False,,,,,,,,SUBJECT,,468384
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,468516
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,470775
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,472679
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,476167
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,484383
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,484387
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,490255
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,491766
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,493134
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,494762
Semi-Auto Pistol,,"SAUER, J. P. (SAUER & SOHN)",P220,,,4.0,False,,,,,,,,SUBJECT,,494815
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,495433
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,495639
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,500033
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,503691
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,504920
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,506720
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,508670
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,508812
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,511615
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,516004
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,516817
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,517688
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,520462
Taser (Probe Discharge),,,,,,,,,,,,,,,,,523752
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,525082
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,531327
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,531523
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,534118
Semi-Auto Pistol,,GLOCK GMBH,19,,,2.0,False,,,,,,,,UNKNOWN,,534977
Semi-Auto Pistol,,GLOCK GMBH,19,,,3.0,False,,,,,,,,SUBJECT,,535457
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,536576
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,537310
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,537636
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,539556
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,540813
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,541684
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,542389
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,544108
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,544866
Semi-Auto Pistol,,"SPRINGFIELD ARMORY,GENESEO,IL",XDM,,,3.0,False,,,,,,,,SUBJECT,,547133
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,549757
Other (Specify),,,,,,,,,,,,,,,NONE,,549933
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,552827
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,553664
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,553802
Other (Specify),,,,,,,False,,,,,,,,SUBJECT,,555904
Rifle,,BUSHMASTER FIREARMS,XM15E2,,,1.0,False,,,,,,,,SUBJECT,,555904
Other (Specify),,,,,,,False,,,,,,,,SUBJECT,,555911
Rifle,,REMINGTON ARMS CO.,870,,,1.0,False,,,,,,,,SUBJECT,,555911
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,556989
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,557130
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,558328
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,559283
Taser (Probe Discharge),,,,,,,,,,,,,,,,,561086
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,562735
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,563682
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,564089
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,564120
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,566805
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,566806
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,566808
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,566809
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,567525
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,567537
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,570281
Semi-Auto Pistol,,GLOCK GMBH,17,,,8.0,False,,,,,,,,SUBJECT,,572692
Semi-Auto Pistol,,GLOCK GMBH,17,,,2.0,False,,,,,,,,SUBJECT,,572743
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,573591
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,576229
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,577988
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,578076
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,578929
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,579039
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,579111
Taser (Probe Discharge),,,,,,,,,,,,,,,,,579694
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,581965
Semi-Auto Pistol,,GLOCK GMBH,19,,,5.0,False,,,,,,,,SUBJECT,,583253
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,583540
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,586349
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,589844
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,592517
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,594419
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,597295
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,598638
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,599653
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,599671
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,599947
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,599956
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,600128
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,601331
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,602255
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,602285
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,603115
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,603251
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,603809
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,604201
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,604909
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,611533
Taser (Probe Discharge),,,,,,,,,,,,,,,ANY OTHER COMBINATION,,612296
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,612310
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,612587
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,613485
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,615744
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,616373
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,616381
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,616398
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,616935
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,617742
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,617743
Semi-Auto Pistol,,GLOCK GMBH,19,,,11.0,False,,,,,,,,UNKNOWN,,627186
Semi-Auto Pistol,,GLOCK GMBH,17,,,7.0,False,,,,,,,,UNKNOWN,,627195
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,629237
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,631719
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,631782
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,632272
Taser (Probe Discharge),,,,,,,,,,,,,,,OTHER PERSON,,633824
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,634538
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,635981
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,640158
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,645828
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,646871
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,648629
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,650241
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,650322
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,650627
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,655069
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,655783
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,662144
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,669884
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,671313
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,673402
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,681100
Taser (Probe Discharge),,,,,,,,,,,,,,,OBJECT,,681607
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,685633
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,686371
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,687532
Semi-Auto Pistol,,GLOCK GMBH,17,,,1.0,False,,,,,,,,SUBJECT,,689245
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,690167
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,691004
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,691721
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,692181
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,694448
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,694498
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,703948
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,704685
Semi-Auto Pistol,,GLOCK GMBH,17,,,1.0,False,,,,,,,,SUBJECT,,706383
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,706755
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,710757
Rifle,,BUSHMASTER FIREARMS,XM15E2,,,5.0,False,,,,,,,,SUBJECT,,716202
Rifle,,BUSHMASTER FIREARMS,XM15E2,,,5.0,False,,,,,,,,SUBJECT,,716386
Semi-Auto Pistol,,SMITH & WESSON,M&P,,,4.0,False,,,,,,,,SUBJECT,,717871
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,723075
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,723102
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,723116
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,729649
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,730339
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,740151
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,746497
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,747533
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,748669
Revolver,,SMITH & WESSON,686,,,1.0,False,,,,,,,,NONE,,748965
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,757231
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,757308
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,757313
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,757313
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,757354
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,757707
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,763983
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,765730
Semi-Auto Pistol,,GLOCK GMBH,17,,,1.0,False,,,,,,,,UNKNOWN,,772734
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,773290
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,778904
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,795609
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,796441
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,797846
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,798825
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,800480
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,816097
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,819100
Taser (Drive Stun Mode),,,,,,,,,,,,,,,SUBJECT,,819241
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,821845
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,828049
Chemical Weapon,,,,,,,,,,,,,,,OTHER PERSON,,831580
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,832983
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,834914
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,842081
Semi-Auto Pistol,,SMITH & WESSON,M&P,,,4.0,False,,,,,,,,OBJECT,,850483
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,864031
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,878307
Chemical Weapon,,,,,,,,,,,,,,,,,894708
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,900386
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,914816
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,916398
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,917779
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,920662
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,923412
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,925335
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,927486
Semi-Auto Pistol,,GLOCK GMBH,19,,,8.0,False,,,,,,,,UNKNOWN,,928121
Semi-Auto Pistol,,GLOCK GMBH,19,,,14.0,False,,,,,,,,SUBJECT,,928126
Semi-Auto Pistol,,GLOCK GMBH,19,,,8.0,False,,,,,,,,UNKNOWN,,928128
Semi-Auto Pistol,,GLOCK GMBH,17,,,14.0,False,,,,,,,,UNKNOWN,,928152
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,931976
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,936454
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,936620
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,955830
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,956570
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,963916
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,981202
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,987223
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,987811
Taser (Probe Discharge),,,,,,,,,,,,,,,,,989456
Semi-Auto Pistol,,GLOCK GMBH,26,,,1.0,False,,,,,,,,OBJECT,,997787
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1007651
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1020303
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1022698
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1023001
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,1028599
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1033326
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1040563
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1114872
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1124841
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1135709
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1157012
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1164320
Taser (Probe Discharge),,,,,,,,,,,,,,,NONE,,1166361
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1194454
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1212009
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1226189
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1265648
Taser (Probe Discharge),,,,,,,,,,,,,,,SUBJECT,,1266337
Chemical Weapon,,,,,,,,,,,,,,,SUBJECT,,1366661
